"node"	"def_XML"	"def_HTML"
"ls:fr:node:56007"	"<!-- $1 élémentaire -->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<st id='s2' sense='ls:fr:node:38988' sem='2' coref='a1'>substance</st> <ap id='a1'>$1</ap> 
				tel qu’elle est constituée d’un <st id='s3' sense='ls:fr:node:29749' sem='1' actants='s1'>unique</st> 
				<st id='s1' sense='ls:fr:node:55709' sem='2' actants='aap1'>élément</st> <aap id='aap1'>Ω</aap>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<a href='openSens/ls:fr:node:38988' style='text-decoration:none;'><span class='st'>substance</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$1</span> 
				tel qu’elle est constituée d’un <a href='openSens/ls:fr:node:29749' style='text-decoration:none;'><span class='st'>unique</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> 
				<a href='openSens/ls:fr:node:55709' style='text-decoration:none;'><span class='st'>élément</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> Ω
				
				
			</p>

		
	
</body>
</html>
"
"ls:fr:node:56008"	"<!-- $1 élémentaire-->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap id='a1'>$1</ap> relatif aux <st id='s1' sense='ls:fr:node:55709' sem='2'>éléments</st>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> relatif aux <a href='openSens/ls:fr:node:55709' style='text-decoration:none;'><span class='st'>éléments</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		
	
</body>
</html>
"
"ls:fr:node:56482"	"<!-- $1 macroscopique -->

<definiens>
	<df-semanteme>

	<actantpos>

			<tc id='tc1' anchor='scc' role='actant_type'><ap id='a1'>$1</ap> est <at label='ls:fr:atlab:595' anchor='a1'>quelque chose</at></tc>
			

		</actantpos>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap coref='a1'>$1</ap> dont la <st id='s1' sense='ls:fr:node:36633' sem='1' actants='a1'>taille</st> est telle 
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='phys_spec.size' dom='s2'> 
		qu’on peut le <st id='s2' sense='ls:fr:node:29864' sem='1'>voir</st> à l’œil nu
		</pc>

	
		</assert>
	</df-semanteme>
</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

	

			<p class='actantpos_tc'><span style='background-color:#DCDCDC;'><span style='font-family:courier;font-size:13px;'>$1</span> est <span style='font-family:courier;font-size:13px;'>quelque chose</span></span></p>
			

			

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> dont la <a href='openSens/ls:fr:node:36633' style='text-decoration:none;'><span class='st'>taille</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> est telle 
				
				
			</p>

		<p class='assert_pc'> 
		qu’on peut le <a href='openSens/ls:fr:node:29864' style='text-decoration:none;'><span class='st'>voir</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> à l’œil nu
		</p>

	
		
	
</body>
</html>
"
"ls:fr:node:56483"	"<!-- $1 microscopique -->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap id='a1'>$1</ap> relatif à l’usage du <st id='s1' sense='ls:fr:node:30707' sem='2'>microscope</st>
				
				</scc>
			</cc>

	
		</assert>
	</df-semanteme>
</definiens>

"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> relatif à l’usage du <a href='openSens/ls:fr:node:30707' style='text-decoration:none;'><span class='st'>microscope</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

	
		
	
</body>
</html>
"
"ls:fr:node:56484"	"<!-- $1 microscopique -->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap id='a1'>$1</ap> dont la <st id='s1' sense='ls:fr:node:36633' sem='1' actants='a1'>taille</st> est telle 
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='phys_spec.size' dom='s2'> 
		qu’il est plus <st id='s4' sense='ls:fr:node:28757' sem='2'>petit</st> que les entités <st id='s2' sense='ls:fr:node:56484' sem='2'>microscopiques</st>
		</pc>

		<pc id='pc2' anchor='scc' role='phys_spec.size' dom='s3'> 
		qu’on ne peut par conséquent pas <st id='s5' sense='ls:fr:node:29864' sem='2'>voir</st> au <st id='s3' sense='ls:fr:node:30707' sem='2'>microscope</st> optique
		</pc>

	
		</assert>
	</df-semanteme>
</definiens>

"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> dont la <a href='openSens/ls:fr:node:36633' style='text-decoration:none;'><span class='st'>taille</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> est telle 
				
				
			</p>

		<p class='assert_pc'> 
		qu’il est plus <a href='openSens/ls:fr:node:28757' style='text-decoration:none;'><span class='st'>petit</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> que les entités <a href='openSens/ls:fr:node:56484' style='text-decoration:none;'><span class='st'>microscopiques</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
		</p>

		<p class='assert_pc'> 
		qu’on ne peut par conséquent pas <a href='openSens/ls:fr:node:29864' style='text-decoration:none;'><span class='st'>voir</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> au <a href='openSens/ls:fr:node:30707' style='text-decoration:none;'><span class='st'>microscope</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> optique
		</p>

	
		
	
</body>
</html>
"
"ls:fr:node:56494"	"<!--ion-->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<st id='s1' sense='ls:fr:node:55706' sem='2'>particule</st>
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='phys_spec.composition'> 
		<st id='s4' sense='ls:fr:node:56505' sem='2' actants='s1'>atomique</st> ou <st id='s3' sense='ls:fr:node:55551' sem='2' actants='s1'>moléculaire</st>
		</pc>

		
		<pc id='pc2' anchor='scc' role='polarity'> 
		qui est <st id='s2' sense='ls:fr:node:56720' sem='2' actants='s1'>chargé</st> 
		</pc>


	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				<a href='openSens/ls:fr:node:55706' style='text-decoration:none;'><span class='st'>particule</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		<p class='assert_pc'> 
		<a href='openSens/ls:fr:node:56505' style='text-decoration:none;'><span class='st'>atomique</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> ou <a href='openSens/ls:fr:node:55551' style='text-decoration:none;'><span class='st'>moléculaire</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
		</p>

		
		<p class='assert_pc'> 
		qui est <a href='openSens/ls:fr:node:56720' style='text-decoration:none;'><span class='st'>chargé</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> 
		</p>


	
		
	
</body>
</html>
"
"ls:fr:node:56495"	"<!-- $1 ionique-->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap id='a1'>$1</ap> relatif aux <st id='s1' sense='ls:fr:node:56494' sem='2'>ion</st>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> relatif aux <a href='openSens/ls:fr:node:56494' style='text-decoration:none;'><span class='st'>ion</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		
	
</body>
</html>
"
"ls:fr:node:56496"	"<!-- $1 ionise $2-->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc'>

				Le fait <ap id='a1'>$1</ap> <st sense='ls:fr:node:26669' sem='1' actants='a1 s2'>cause</st> que 
				la <st id='s1' sense='ls:fr:node:55706' sem='2' coref='a1'>particule</st> <ap id='a2'>$2</ap> <st id='s2' sense='ls:fr:node:56497' sem='2' actants='a2'>s’ionise</st>
				  
		
				</scc>
			</cc>

	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				Le fait <span style='font-family:courier;font-size:13px;'>$1</span> <a href='openSens/ls:fr:node:26669' style='text-decoration:none;'><span class='st'>cause</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> que 
				la <a href='openSens/ls:fr:node:55706' style='text-decoration:none;'><span class='st'>particule</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$2</span> <a href='openSens/ls:fr:node:56497' style='text-decoration:none;'><span class='st'>s’ionise</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				  
		
				
			</p>

	
		
	
</body>
</html>
"
"ls:fr:node:56497"	"<!-- $1 s’ionise-->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				La <st id='s1' sense='ls:fr:node:55706' sem='2' coref='a1'>particule</st> <ap id='a1'>$1</ap> subit une <st id='s2' sense='ls:fr:node:55659' sem='2' actants='a1 s3'>transformation</st>
	
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='result'> 
		pour devenir un <st id='s3' sense='ls:fr:node:56494' sem='2'>ion</st>
		</pc>
	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				La <a href='openSens/ls:fr:node:55706' style='text-decoration:none;'><span class='st'>particule</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$1</span> subit une <a href='openSens/ls:fr:node:55659' style='text-decoration:none;'><span class='st'>transformation</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
	
				
				
			</p>

		<p class='assert_pc'> 
		pour devenir un <a href='openSens/ls:fr:node:56494' style='text-decoration:none;'><span class='st'>ion</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
		</p>
	
		
	
</body>
</html>
"
"ls:fr:node:56498"	"<!-- ionisation de $1-->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc'>

				processus par lequel la <st id='s1' sense='ls:fr:node:55706' sem='2' coref='a1'>particule</st> <ap id='a1'>$1</ap> <st id='s2' sense='ls:fr:node:56497' sem='2' actants='a1'>s’ionise</st>
				
				</scc>
			</cc>

	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				processus par lequel la <a href='openSens/ls:fr:node:55706' style='text-decoration:none;'><span class='st'>particule</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$1</span> <a href='openSens/ls:fr:node:56497' style='text-decoration:none;'><span class='st'>s’ionise</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

	
		
	
</body>
</html>
"
"ls:fr:node:56499"	"<!-- $1 ionisé-->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc'>

				<ap id='a1'>$1</ap> tel qu’il <st id='s2' sense='ls:fr:node:56497' sem='2' actants='a1'>s’est ionisé</st>
				
				</scc>
			</cc>

	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> tel qu’il <a href='openSens/ls:fr:node:56497' style='text-decoration:none;'><span class='st'>s’est ionisé</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

	
		
	
</body>
</html>
"
"ls:fr:node:56500"	"<!-- cation-->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<st id='s1' sense='ls:fr:node:56494' sem='2'>ion</st>
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='mero.whole' dom='s1'> 
		qui est <st id='s2' sense='ls:fr:node:56720' sem='2'>chargé</st> positivement 
		</pc>

	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				<a href='openSens/ls:fr:node:56494' style='text-decoration:none;'><span class='st'>ion</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		<p class='assert_pc'> 
		qui est <a href='openSens/ls:fr:node:56720' style='text-decoration:none;'><span class='st'>chargé</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> positivement 
		</p>

	
		
	
</body>
</html>
"
"ls:fr:node:56501"	"<!-- anion-->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<st id='s1' sense='ls:fr:node:56494' sem='2'>ion</st>
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='mero.whole' dom='s1'> 
		qui est <st id='s2' sense='ls:fr:node:56720' sem='2'>chargé</st> négativement
		</pc>


	
		</assert>
	</df-semanteme>
</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				<a href='openSens/ls:fr:node:56494' style='text-decoration:none;'><span class='st'>ion</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		<p class='assert_pc'> 
		qui est <a href='openSens/ls:fr:node:56720' style='text-decoration:none;'><span class='st'>chargé</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> négativement
		</p>


	
		
	
</body>
</html>
"
"ls:fr:node:56502"	"<!-- $1 catioique-->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap id='a1'>$1</ap> relatif aux <st id='s1' sense='ls:fr:node:56500' sem='2'>cation</st>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> relatif aux <a href='openSens/ls:fr:node:56500' style='text-decoration:none;'><span class='st'>cation</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		
	
</body>
</html>
"
"ls:fr:node:56503"	"<!-- $1 anionique-->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap id='a1'>$1</ap> relatif aux <st id='s1' sense='ls:fr:node:56501' sem='2'>anion</st>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> relatif aux <a href='openSens/ls:fr:node:56501' style='text-decoration:none;'><span class='st'>anion</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		
	
</body>
</html>
"
"ls:fr:node:56504"	"<!-- charge électrique de $1 de valeur $2-->

<definiens>
<df-semanteme>

	<actantpos>
	     <tc id='tc1' anchor='scc' role='actant_type'><ap id='a1'>$1</ap> est <at label='ls:fr:atlab:595' anchor='a1'>quelque chose</at></tc>
	     <tc id='tc2' anchor='scc' role='actant_spec'><ap id='a2'>$2</ap> est <ac sense='ls:fr:node:28527' anchor='a2'>numéro</ac></tc>
	  
	</actantpos>

	<assert>
		<cc id='cc'>
			<scc id='scc' dom='s1'>
			propriété de la <st id='s1' sense='ls:fr:node:28279' sem='2' coref='a1'>matière</st> <ap coref='a1'>$1</ap>	
			</scc>
		</cc>
		
		<pc id='pc1' anchor='scc' role='role' dom='s2'>

		qui lui permet d’avoir des <st id='s2' sense='ls:fr:node:55569' sem='2' actants='a1 aap1'>interactions</st> électriques avec d’autres <st id='s4' sense='ls:fr:node:41818' sem='1' coref='aap1'>entités</st> <aap id='aap1'>Ω</aap> 
		</pc>

		<pc id='pc2' anchor='scc' role='quantity' dom='s3'> 
		qui est mesurée par la  <st id='s3' sense='ls:fr:node:54179' sem='0' coref='a2' actants='s1'>valeur</st> numérique <ap coref='a2'>$2</ap>
		</pc>
	
	</assert>

</df-semanteme>
</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>


	
	     <p class='actantpos_tc'><span style='background-color:#DCDCDC;'><span style='font-family:courier;font-size:13px;'>$1</span> est <span style='font-family:courier;font-size:13px;'>quelque chose</span></span></p>
	     <p class='actantpos_tc'><span style='background-color:#DCDCDC;'><span style='font-family:courier;font-size:13px;'>$2</span> est <a href='openSens/ls:fr:node:28527' style='text-decoration:none;'><span class='ac'>numéro</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a></span></p>
	  
	

	
		<p class='cc'>
			
			propriété de la <a href='openSens/ls:fr:node:28279' style='text-decoration:none;'><span class='st'>matière</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$1</span>	
			
		</p>
		
		<p class='assert_pc'>

		qui lui permet d’avoir des <a href='openSens/ls:fr:node:55569' style='text-decoration:none;'><span class='st'>interactions</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> électriques avec d’autres <a href='openSens/ls:fr:node:41818' style='text-decoration:none;'><span class='st'>entités</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> Ω 
		</p>

		<p class='assert_pc'> 
		qui est mesurée par la  <a href='openSens/ls:fr:node:54179' style='text-decoration:none;'><span class='st'>valeur</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> numérique <span style='font-family:courier;font-size:13px;'>$2</span>
		</p>
	
	


</body>
</html>
"
"ls:fr:node:56505"	"<!-- $1 atomique-->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='a1'>

				 <ap id='a1'>$1</ap> tel qu’il est constitué
				
				</scc>
			</cc>

			<pc id='pc1' anchor='scc' role='phys_spec.composition' dom='s1'> 
		d’<st id='s1' sense='ls:fr:node:53986' sem='2' actants='s2'>atomes</st> du même <st id='s2' sense='ls:fr:node:55709' sem='2'>élément</st> et non <st id='s3' sense='ls:fr:node:56583' sem='1' actants='s1'>liés</st> entre eux
		</pc>


		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				 <span style='font-family:courier;font-size:13px;'>$1</span> tel qu’il est constitué
				
				
			</p>

			<p class='assert_pc'> 
		d’<a href='openSens/ls:fr:node:53986' style='text-decoration:none;'><span class='st'>atomes</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> du même <a href='openSens/ls:fr:node:55709' style='text-decoration:none;'><span class='st'>élément</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> et non <a href='openSens/ls:fr:node:56583' style='text-decoration:none;'><span class='st'>liés</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> entre eux
		</p>


		
	
</body>
</html>
"
"ls:fr:node:56550"	"<!-- $2 qui sont des allotropes de $1 -->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>


				<ap id='a2'>$2</ap> qui sont des formes de l’<st id='s1' sense='ls:fr:node:55709' sem='2' coref='a1'>élément</st> 
				<ap id='a1'>$1</ap> structurellement différentes
				
				
				</scc>
			</cc>


	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				


				<span style='font-family:courier;font-size:13px;'>$2</span> qui sont des formes de l’<a href='openSens/ls:fr:node:55709' style='text-decoration:none;'><span class='st'>élément</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> 
				<span style='font-family:courier;font-size:13px;'>$1</span> structurellement différentes
				
				
				
			</p>


	
		
	
</body>
</html>
"
"ls:fr:node:56560"	"<!-- $1 allotropique -->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap id='a1'>$1</ap> relatif aux <st id='s1' sense='ls:fr:node:56550' sem='2'>allotropes</st>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> relatif aux <a href='openSens/ls:fr:node:56550' style='text-decoration:none;'><span class='st'>allotropes</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		
	
</body>
</html>
"
"ls:fr:node:56561"	"<definiens>

<df-semanteme>

<assert>

<cc>

<scc id='scc' dom='s2'>

caractéristique de l’<st id='s2' sense='ls:fr:node:55709' sem='0'>élément</st> <ap id='a1'>$1</ap> d’être <st id='s1' sense='ls:fr:node:56735' sem='2'>allotropique</st>

</scc>

</cc>

</assert>

</df-semanteme>

</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>





<p class='cc'>



caractéristique de l’<a href='openSens/ls:fr:node:55709' style='text-decoration:none;'><span class='st'>élément</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$1</span> d’être <a href='openSens/ls:fr:node:56735' style='text-decoration:none;'><span class='st'>allotropique</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>



</p>





</body>
</html>
"
"ls:fr:node:56562"	"<!-- atomiquement $1 -->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap id='a1'>$1</ap> relativement aux <st id='s1' sense='ls:fr:node:53986' sem='2'>atomes</st>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> relativement aux <a href='openSens/ls:fr:node:53986' style='text-decoration:none;'><span class='st'>atomes</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		
	
</body>
</html>
"
