name,POS,lexical_function,targets,example,group_id
soif,nom,Real_1,['étancher'],"...je mange quand j’ai faim, je bois quand j’ai soif et je dors quand j’ai sommeil. C’est toute ma philosophie. Mais je sais bien,...",soif||nom||Real_1
piano,nom,Real_1,['jouer'],"J’apprends le piano et je suis des cours de chant. Je vais quand même au cinéma, toutes les semaines,...",piano||nom||Real_1
amour,nom,Real_1,['aimer'],...de savoir quel souvenir tu garderas de ton amour pour moi. Je ne voudrais pas que tu te le reproches comme une faiblesse. Je...,amour||nom||Real_1
bus,nom,Real_1,['conduire'],"Il est dans le métro, le bus, la rue.",bus||nom||Real_1
couvercle,nom,Real_1,['mettre'],"...peu de chaque eau dans des bocaux munis de couvercles et on ajoute dans chaque bocal la même quantité d’un même savon, on ferme les...",couvercle||nom||Real_1
tapis vert,locution nominale,Real_1,['négocier'],"...de régler le problème colonial, autour d’un tapis vert avant tout geste irréversible, toute effusion de sang, tout acte regrettable.",tapis vert||locution nominale||Real_1
rivière,nom,Real_1,"['passer', 'franchir', 'sauter', 'porter']",Une émeraude brillait à son annulaire et une rivière de rubis étincelait à son cou.,rivière||nom||Real_1
placard,nom,Real_1,"['remplir', 'distribuer', 'afficher', 'apposer', 'placarder', 'coller']","Si tu ouvres le placard situé à gauche de son bureau, tu trouves une dizaine de classeurs de même format,...",placard||nom||Real_1
lit,nom,Real_1,"['dormir', 'couler', 'se reposer']",...choix entre une paillasse sale par terre ou un lit en bois perché dans lequel deux sœurs couchent à l’étage inférieur.,lit||nom||Real_1
boîte aux lettres,locution nominale,Real_1,"['utiliser', 'consulter']","Tout le monde en a dans sa boîte aux lettres : « Devenez riche, envoyez cet e-mail à plus de 10 personnes pour trouver l’amour...",boîte aux lettres||locution nominale||Real_1
pull,nom,Real_1,"['porter', 'avoir']","Un pull moulant gris à col roulé, rentré dans ta jupe plissée, grise aussi. Cela te...",pull||nom||Real_1
impatience,nom,Real_1,"['frémir', 'trépigner', 'trembler']","...de leur feuillage, la lourdeur de l’air, mon impatience naturelle donnent à cet instant mort tout le poids d’une attente, d’un événement...",impatience||nom||Real_1
pantalon,nom,Real_1,"['avoir', 'porter']","J’ai un pantalon, une veste du même bleu sombre, un béret.",pantalon||nom||Real_1
quarantaine,nom,Real_1,['respecter'],L’habitude de mettre les arrivantes en quarantaine remontait à une épidémie qui avait effrayé les gardiens SS pour leur propre...,quarantaine||nom||Real_1
satisfaction,nom,Real_1,['sourire'],"...cet instant même ? Pas trop bonne, malgré la satisfaction que j’ai éprouvée à écrire cette tartine.",satisfaction||nom||Real_1
dizaine,nom,Real_1,"['réciter', 'dire']",...privée la sœur Mathilde nous faisait réciter des dizaines.,dizaine||nom||Real_1
goûter,nom,Real_1,['goûter'],...comme une aide-soignante lui apportait son goûter sur un plateau : Vous ne voulez pas boire ? me demande-t-elle en me vouvoyant...,goûter||nom||Real_1
Toussaint,nom,Real_1,"['célébrer', 'commémorer']","Son jour de gloire était la Toussaint. Il organisait à son compte la vente des chrysanthèmes en pot, qu’il disposait...",Toussaint||nom||Real_1
bœuf,nom,Real_1,['manger'],"Autour des coquilles Saint-Jacques, du rôti de bœuf provenant de chez le boucher — non d’une grande surface — assorti de pommes...",bœuf||nom||Real_1
plat principal,locution nominale,Real_1,['manger'],"...autour de trois moments différents (l’entrée, le plat principal et le dessert), pratique héritée de la cour de Versailles. Dans la tradition...",plat principal||locution nominale||Real_1
biberon,nom,Real_1,['donner'],"Je suis allé à la cuisine lui préparer son biberon qu’elle a bu, couchée entre nous deux, sans trop de bruit ni d’agitation mais...",biberon||nom||Real_1
torchon,nom,Real_1,['passer'],"— Et les torchons, vous les sortez d’où ? — De la cuisine, Mamoiselle Rakoff. Mais c’est des vieux...",torchon||nom||Real_1
peur,nom,Real_1,"['céder', 'pâlir', 'hurler', 'frissonner', 'succomber', 'trembler']","...la belle-mère du ministre. Tout le monde a peur des belles-mères de ministres, y compris les ministres. Cela marche formidablement...",peur||nom||Real_1
triangle,nom,Real_1,"['jouer', 'faire']",...des notes du xylophone mêlé au tintement du triangle et au choc mat de bouts de bois denses entrechoqués.,triangle||nom||Real_1
coup,nom,Real_1,"['mettre', 'donner']",...faisait valser avec légèreté et me donnait des coups avec un bâton.,coup||nom||Real_1
allée,nom,Real_1,['se promener'],Les allées du parc grouillaient de coureurs qui transpiraient en trottinant le long des...,allée||nom||Real_1
costume,nom,Real_1,"['arborer', 'porter', 'avoir']",Le costume bigouden de femme est l’un de nos rares costumes régionaux qui parviennent encore...,costume||nom||Real_1
yaourt,nom,Real_1,['manger'],"...des choses simples : salade de concombres au yaourt, feuilles de vignes farcies, tarama, brochettes aux cent épices, grillées sur...",yaourt||nom||Real_1
campagne,nom,Real_1,"['cultiver', 'exploiter', 'vivre']","L’avantage de travailler presque à la campagne, c’est qu’on peut prendre le temps de se faire un sandwich et de le manger allongé...",campagne||nom||Real_1
mouchoir,nom,Real_1,"['porter', 'avoir']","...Francis Vintenon, un fusil en bandoulière, un mouchoir rouge noué autour du cou, superbe.",mouchoir||nom||Real_1
pansement,nom,Real_1,['porter'],"...très dur. Cela a saigné, mais Téké m’a mis un pansement et elle a dit que ce ne serait rien. Je n’ai pas pleuré... »",pansement||nom||Real_1
éventail,nom,Real_1,['agiter'],"...travail. Il fut chasseur de mouches, manieur d’éventail au moment des chaleurs, nettoyeur des persiennes et fermeur de volets. Il fut...",éventail||nom||Real_1
oreille,nom,Real_1,"['entendre', 'distinguer', 'saisir']",J’avais les oreilles bouchées. Je ne l’écoutais pas. Il pouvait me faire tous les discours qu’il...,oreille||nom||Real_1
car,nom,Real_1,['conduire'],Un jour dans le car une grand-mère en colère a donné des coups de canne ou de parapluie à un petit...,car||nom||Real_1
rêve,nom,Real_1,"['vivre', 'réaliser']","...l’âme bucolique. Je vis « pour de vrai » le rêve sportif du campeur à pied, du joyeux ami de la nature, tel que je le voyais...",rêve||nom||Real_1
soutien-gorge,nom,Real_1,['porter'],"Ses seins débordent du soutien-gorge et, avec le bide qu’elle a, la ligne brune, le nombril en éventail, je sais...",soutien-gorge||nom||Real_1
assiette,nom,Real_1,['manger'],"— Tu finis ton assiette, s’il te plaît... On te resservira tes épinards ce soir si tu ne les as pas...",assiette||nom||Real_1
paresse,nom,Real_1,"['faire preuve', 'paresser']","Simple paresse ou problème plus sérieux, l’enfant qui refuse de faire ses devoirs ne se comporte...",paresse||nom||Real_1
jeu,nom,Real_1,['tirer'],"...m’amusai sur des thèmes de Bach à tirer les jeux, les accouplant, les combinant — tout un univers commandé des deux mains et...",jeu||nom||Real_1
corps,nom,Real_1,"['s’entretenir', 'prendre soin', 'entretenir']",...internes comme les rayons x le font pour le corps humain.,corps||nom||Real_1
promenade,nom,Real_1,['se promener'],...gens de la plage se sont rassemblés sur la promenade pour assister au retour du paquebot France.,promenade||nom||Real_1
film,nom,Real_1,['filmer'],Un festival du film fantastique vient confirmer une tendance du cinéma de genre : l’épicentre de...,film||nom||Real_1
œuvre,nom,Real_1,['œuvrer'],...congréganistes et continuèrent à diriger leurs œuvres.,œuvre||nom||Real_1
aspirateur,nom,Real_1,['passer'],J’ai acheté cet aspirateur hier et j’ai déja pu le tester en nettoyant ma voiture et des résidus de bricolage.,aspirateur||nom||Real_1
pain,nom,Real_1,['mettre'],...un type titubant qui essaya de lui mettre un pain du gauche.,pain||nom||Real_1
chaussette,nom,Real_1,"['porter', 'avoir']",Elle avait quand même mis des chaussettes pour marcher sur le parquet et protéger la plante de ses pieds des échardes.,chaussette||nom||Real_1
tramway,nom,Real_1,"['prendre', 'utiliser', 'emprunter']",...habitants est trois fois plus élevé que pour un tramway.,tramway||nom||Real_1
dette,nom,Real_1,"['honorer', 'payer', 'acquitter', 'régler']","...pour l’époque, qui servit surtout à régler les dettes auprès des imprimeurs.",dette||nom||Real_1
brevet,nom,Redun,['invention'],"...mettant dans le même panier droit d’auteur, brevets et marques, cela conduit les gens à les traiter comme une seule entité, à ignorer...",brevet||nom||Redun
partenaire,nom,Redun,['sexuel'],Comment vraiment savoir si mon partenaire prend du plaisir ?,partenaire||nom||Redun
excentricité,nom,Redun,['orbital'],...grande que la planète possède une plus forte excentricité.,excentricité||nom||Redun
plateau,nom,Redun,['jeu'],"...devenir l’artiste le plus célèbre. Autour du plateau, les cases symbolisent des lieux d’exposition : galeries, centres d’art, musées,...",plateau||nom||Redun
marcher,verbe,Redun,['au pas'],"...groupement Dio franchirait la porte d’Orléans et marcherait sur les blocs organisés de l’École militaire et du Palais-Bourbon, en deux colonnes :...",marcher||verbe||Redun
thèse,nom,Redun,"['doctoral', 'doctorat']","...l’Enseignement supérieur, il rédigea une petite thèse sur le concept de réflexe, démontrant sur pièces ce paradoxe que l’idée du réflexe...",thèse||nom||Redun
vapeur,nom,Redun,['eau'],"...sécheresse, se dispersant dans la brume ou la vapeur.",vapeur||nom||Redun
course,nom,Redun,"['hippique', 'cheval']","Peut-on gagner de l’argent en jouant aux courses ? Les moralistes crieront d’horreur, et appelleront sur les turfistes les foudres...",course||nom||Redun
bouteille,nom,Redun,['alcool'],C’est doux à entendre le bruit d’une bouteille qu’on débouche quand il y a un long bouchon avec le millésime inscrit dessus......,bouteille||nom||Redun
droit commun,locution nominale,Redun,['régime'],"...bancaires et autres avoirs, conformément au droit commun. Pour déterminer les biens susceptibles de faire l’objet de la saisie, elle...",droit commun||locution nominale||Redun
gymnastique,nom,Redun,['intellectuel'],...de la pensée du breton en français exige une gymnastique intellectuelle qui s’apparente par plus d’un trait à celle que nous avons pratiquée...,gymnastique||nom||Redun
dégoût,nom,Redun,['physique'],"...moi réprimant un spasme de dégoût, mais notre soif apaisée quand même.",dégoût||nom||Redun
pot,nom,Redun,['fleur'],Les plantes anémiques dans leurs pots tremblaient à chaque palier.,pot||nom||Redun
se cailler,verbe pronominal,Redun,['de froid'],L’hiver avait tout engourdi. On se caillait de Passy à Jaurès.,se cailler||verbe pronominal||Redun
chèque,nom,Redun,['bancaire'],Elle laisse remplir son chèque par la caissière et signe lentement.,chèque||nom||Redun
anniversaire,nom,Redun,['de naissance'],"Je venais de fêter l’anniversaire de ma fille. L’appartement était plein de ballons, de guirlandes et d’enfants.",anniversaire||nom||Redun
prise,nom,Redun,['électrique'],"...Une fois votre WatchmanNiveau branché sur une prise électrique, vous pouvez lire le volume de liquide restant dans votre cuve sur...",prise||nom||Redun
dépression,nom,Redun,"['barométrique', 'économique', 'nerveux', 'atmosphérique', 'de terrain']","...mal de crâne, mal au dos, fébrilité, cafard, dépression, chagrin, colère, courbature, virus de tout poil, je m’enferme dans mon petit...",dépression||nom||Redun
boîte aux lettres,locution nominale,Redun,['électronique'],"Tout le monde en a dans sa boîte aux lettres : « Devenez riche, envoyez cet e-mail à plus de 10 personnes pour trouver l’amour...",boîte aux lettres||locution nominale||Redun
déchirement,nom,Redun,['musculaire'],...Villerupt car il vient de se faire un déchirement musculaire.,déchirement||nom||Redun
poids,nom,Redun,['poitrine'],"Ah ! vrai, ça m’enlève un poids de vous voir ! Vous n’avez rien, surtout ? Je me disais bien que vous ne pouviez...",poids||nom||Redun
environnement,nom,Redun,"['logiciel', 'informatique']",...fonction des différents éléments composant l’environnement informatique ; – démarrer et arrêter les équipements et les logiciels ; – utiliser...,environnement||nom||Redun
chute,nom,Redun,['d’eau'],"L’eau de cette chute d’eau (Otowa no taki) est buvable et, dit-on, possède des propriétés curatives,...",chute||nom||Redun
vocation,nom,Redun,['religieux'],Sa vocation religieuse naît lorsqu’elle entend le père L. prêchant le carême à Notre-Dame...,vocation||nom||Redun
ensemble,nom,Redun,['musical'],Cet ensemble musical est plus qu’un simple orchestre. Il est aussi un des plus grands contributeurs...,ensemble||nom||Redun
escompte,nom,Redun,['règlement'],Un escompte de 3 % sera accordé pour tout paiement comptant.,escompte||nom||Redun
circulation,nom,Redun,['sanguin'],"...prendre deux douches par jour, ce qui active la circulation sanguine et lave l’âme de ses pensées malsaines.",circulation||nom||Redun
couleur,nom,Redun,['peau'],"...terre autour d’un narguilé. Leur peau, par sa couleur et sa matière, rappelait l’écorce de citrons.",couleur||nom||Redun
programme,nom,Redun,['informatique'],"...assise à ton ordinateur, tu avais lancé le programme de traitement de texte, branché le casque sur le panneau arrière, dans la prise...",programme||nom||Redun
linge,nom,Redun,['corps'],"...je me suis lavé à la pompe, j’ai changé de linge et même d’uniforme.",linge||nom||Redun
père,nom,Redun,"['éternel', 'céleste']","...espèces par Noé, et l’offrande de Son Fils par le Père pour la rédemption des hommes, je ne comprends pas qu’un « grand », de plus...",père||nom||Redun
note,nom,Redun,['de musique'],"...utilisée par Guido d’Arezzo ne comportait que 6 notes. On a donc obtenu : ut, ré, mi, fa, sol, la.",note||nom||Redun
point,nom,Redun,['final'],"...de mettre un point virgule à la place d’un point quelque part dans le texte, le contenu politique est le seul point virgule.",point||nom||Redun
marche,nom,Redun,"['à pied', 'athlétique', 'électoral', 'au pas']","...natation, water-polo, jumping, hippisme, polo, marche, athlétisme, gymnastique, poids et haltères, lutte, boxe, catch, escrime, football,...",marche||nom||Redun
temple,nom,Redun,"['religieux', 'protestant']","...protestants, au contraire, croyaient que les temples devaient être sobres et austères.",temple||nom||Redun
aimant,nom,Redun,['naturel'],"...priori, la seule explication à l’attirance de l’aimant et de la soudure est le taux de ferrite dans celle-ci.",aimant||nom||Redun
pur,adjectif,Redun,['chimiquement'],...installation de fabrication d’alcool éthylique pur à partir de la fermentation de la betterave dans la bonne ville de Bettignyville...,pur||adjectif||Redun
câble,nom,Redun,['électrique'],...est d’une simplicité enfantine. Branchez le câble réseau entre le décodeur et le modem Club Internet (le décodeur doit pour des...,câble||nom||Redun
urne,nom,Redun,['funéraire'],...cimetière de Rosnay et c’est lui qui a posé l’urne contenant les cendres dans le fond de la tombe.,urne||nom||Redun
tabouret,nom,Redun,['pied'],"...miroir, un fauteuil accompagné de son petit tabouret, un lavabo en forme d’athénienne (ou trépied), un coffret à bijoux, un flambeau...",tabouret||nom||Redun
toison,nom,Redun,['pubien'],"...corps de femme nu : les seins, le ventre, la toison, les fesses charnues, la splendeur des formes généreuses.",toison||nom||Redun
chaussette,nom,Redun,['évacuation'],"...calme, en file indienne, pour se glisser dans la chaussette d’évacuation.",chaussette||nom||Redun
voie,nom,Redun,['ferré'],"...serrés le long du boulevard de Clichy. Des voies de chemin de fer ayant été bombardées et coupées, les animaux ne peuvent plus...",voie||nom||Redun
pièce,nom,Redun,['monnaie'],"Encore une allumette : il y a quelques pièces d’argent, quelques sous dans ce porte-monnaie, et puis un bout de papier sale...",pièce||nom||Redun
compétition,nom,Redun,['sportif'],"Dimanche soir, je suis rentré tout cassé après ma compétition de judo.",compétition||nom||Redun
produit,nom,Redun,['chimique'],...donné dès que l’on sut qu’il s’agissait d’un produit de désintégration du radium.,produit||nom||Redun
organe,nom,Redun,['vocal'],"...ladylove, gondolant tous les médiums de son organe vocal d’assez superbe façon.",organe||nom||Redun
pompe,nom,Redun,"['à huile', 'à essence']","...Cette huile va nettoyer les canalisations, la pompe et le carter.",pompe||nom||Redun
pile,nom,Redun,['électrique'],"...de charbons agglomérés pour lampes à arc et piles électriques, de charbons de microphones, de résistances électriques, de noir...",pile||nom||Redun
amour,nom,Redun,"['physique', 'sexuel']",...de savoir quel souvenir tu garderas de ton amour pour moi. Je ne voudrais pas que tu te le reproches comme une faiblesse. Je...,amour||nom||Redun
machine,nom,Redun,['laver'],"...une touche et s’étonne d’entendre démarrer la machine, tandis que l’eau monte derrière le hublot et que le tambour se met en marche...",machine||nom||Redun
air,nom,Redun,['de musique'],"Un air de musique a jailli soudain, de l’autre côté de la place d’appel. Un air d’accordéon,...",air||nom||Redun
comme il faut,locution conjonctive,Redun,['bien'],"...logement, vous risquez de vous faire avoir comme il faut.",comme il faut||locution conjonctive||Redun
apitoiement,nom,Redun,['sur soi-même'],...avait appris à la supporter sans complainte ni apitoiement.,apitoiement||nom||Redun
poche,nom,Redun,['ventral'],Le kangourou est un marsupial à poche ventrale.,poche||nom||Redun
régime,nom,Redun,"['syntaxique', 'mécanique', 'grammatical', 'alimentaire', 'politique']","Et puis, aussi, les satellites que le régime soviétique tient sous sa loi éprouvent de plus en plus dans leur sentiment national...",régime||nom||Redun
Noël,nom,Redun,['chrétien'],"Mais cette année-là, à l’approche de Noël, il s’est mis à faire très froid. En ville, les sans-abri mouraient comme des...",Noël||nom||Redun
réacteur,nom,Redun,"['chimique', 'nucléaire']","Ils ont notamment développé un réacteur chimique agité qui permet l’obtention de réactions entre un gaz et un liquide,...",réacteur||nom||Redun
figure,nom,Redun,"['style', 'littéraire', 'schématique']",La figure 74 représente le schéma général de l’installation de chauffage d’une voiture.,figure||nom||Redun
manteau,nom,Redun,['terrestre'],"...surface, discontinuité de Gutenberg, 1913), le manteau, dont la profondeur commence suivant les auteurs à 50, 100, 200 ou 400 km et...",manteau||nom||Redun
empreinte,nom,Redun,"['digital', 'dentaire']",...suffisamment de peau pour reconstituer ses empreintes ? — Affirmatif.,empreinte||nom||Redun
coureuse,nom,Redun,"['automobile', 'd’hommes']","Jeannie L. est une coureuse cycliste française féminine, plusieurs fois (59 fois) championne de France et...",coureuse||nom||Redun
traduire,verbe,Redun,['justice'],...procédure extrême d’une motion proposant de le traduire en justice sous cette inculpation ; et il est normalement d’usage de ne pas...,traduire||verbe||Redun
cheval,nom,Redun,['fiscal'],"...dont les puissances fiscales varient de 5 à 6 chevaux, c’est-à-dire qu’il peut équiper presque toutes les voitures récentes.",cheval||nom||Redun
coté,adjectif,Redun,['bourse'],"...pour l’économie israélienne, pour les sociétés cotées ainsi que pour les investisseurs.",coté||adjectif||Redun
réaction,nom,Redun,"['nucléaire', 'chimique']","Du point de vue technique, les réactions de polycondensation sont le plus généralement effectuées en masse sur le réactif...",réaction||nom||Redun
réactivité,nom,Redun,['chimique'],"...espèces activées de l’oxygène, car ils ont une réactivité beaucoup plus importante que l’oxygène qui leur a donné naissance.",réactivité||nom||Redun
rive,nom,Redun,['toit'],"La rive de tête d’un pan de toiture est son bord supérieur, lorsque celui-ci n’est pas...",rive||nom||Redun
grappe,nom,Redun,['raisin'],"...dit avant d’en remplir mon verre. Grappes soigneusement triées, mises à sécher sur un lit de paille pendant deux ou trois mois.",grappe||nom||Redun
gare,nom,Redun,['ferroviaire'],"Une gare avec de nombreux rails, sans doute le métro, lignes croisées en hauteur par...",gare||nom||Redun
huile,nom,Redun,['alimentaire'],Garder son huile dans le placard de la cuisine ou dans la porte du réfrigérateur pour l’huile...,huile||nom||Redun
corps,nom,Redun,"['constitué', 'sans vie']",...SUZANNE Cette lettre a été retrouvée près du corps de la mère après sa mort avec la dernière mise en demeure du cadastre. Autour...,corps||nom||Redun
partie,nom,Redun,['génital'],"...terre lorsqu’elle me donna un coup dans les parties, un endroit toujours douloureux où l’on n’apprécie pas forcément de se faire...",partie||nom||Redun
tableau,nom,Redun,"['blanc', 'noir']","Fabricant de tableaux depuis 1873, Ulmann vous propose à ce jour les meilleures surfaces en terme...",tableau||nom||Redun
dessous,nom,Redun,['féminin'],...pyjamas C’est pour mon papa. Les dessous troublants C’est pour ma maman.,dessous||nom||Redun
réactif,nom,Redun,['chimique'],"...chimique. Le réacteur peut être continu, entrée des réactifs et soutirage simultané des produits ; ce type de réacteur convient bien à la...",réactif||nom||Redun
triangle,nom,Redun,"['signalisation', 'pubien']","...à trois côtés, herbu, pentu, bombé comme un triangle de fille.",triangle||nom||Redun
flûte,nom,Redun,['pain'],"Je m’enfermai à clé et mangeai la flûte tout entière. Je ne pouvais pas m’arrêter, en garder pour le soir, pour le lendemain....",flûte||nom||Redun
coureur,nom,Redun,"['de jupons', 'à pied', 'automobile', 'de femmes']",Les allées du parc grouillaient de coureurs qui transpiraient en trottinant le long des pentes bordées d’arbres dont les...,coureur||nom||Redun
réactant,nom,Redun,['chimique'],...se poursuivre aussi longtemps que tous les réactants nécessaires sont présents dans le milieu réactionnel. Le processus s’arrête...,réactant||nom||Redun
épreuve,nom,Redun,['sportif'],...(devenu le Tarzan du cinéma) avait gagné cette épreuve aux jeux olympiques de 1924.,épreuve||nom||Redun
procédure,nom,Redun,['judiciaire'],...était le seul moyen de ne pas faire annuler la procédure par le tribunal administratif pour vice de forme.,procédure||nom||Redun
numéro,nom,Redun,"['téléphone', 'rue', 'périodique']","À plusieurs reprises, il compose le numéro de Ninette, son ancienne copine de Saumur. Elle est venue les voir, Marina et...",numéro||nom||Redun
dé,nom,Redun,['à jouer'],...car ils passaient de l’un à l’autre comme un dé à jouer.,dé||nom||Redun
alcool,nom,Redun,['éthylique'],"...vin coule librement, je l’aime fort, 13° d’alcool ou plus.",alcool||nom||Redun
tirage,nom,Redun,['photographique'],Il s’agissait de grands et beaux tirages couleurs sur papier brillant.,tirage||nom||Redun
train,nom,Redun,['bois'],"...gars de rivière, à l’époque où le flottage par trains de Clamecy jusqu’à Paris se pratiquait encore.",train||nom||Redun
composé,nom,Redun,['chimique'],"La composition d’un composé chimique s’exprime au moyen d’une formule chimique, qui énumère les différents...",composé||nom||Redun
ampoule,nom,Redun,['électrique'],"...gros interrupteur étanche, faisant briller une ampoule nue : outre un train de pneus neige, une galerie amovible et deux bidons de...",ampoule||nom||Redun
papille,nom,Redun,['gustatif'],"...sashimis, couscous berbère, poulet tikka, nos papilles voyagent, ensemble émerveillées vers des contrées lointaines.",papille||nom||Redun
loin,adverbe,Redun,['dans le temps'],Paris me semblait loin dans le temps. Mon retour y était lié au désir de retrouver l’homme aux yeux...,loin||adverbe||Redun
terrorisme,nom,Redun,['intellectuel'],"Nous vivons sous le terrorisme d’un savoir abstrait, mi-expérimental, mi-mathématique, et de règles de vie...",terrorisme||nom||Redun
toilette,nom,Redun,"['dernier', 'ultime', 'funéraire', 'funèbre', 'mortuaire']",...venait la chercher pour les mourants et la toilette des morts.,toilette||nom||Redun
animal,nom,Redun,['familier'],"...sortir, d’essayer un nouveau sport, d’adopter un animal, voire un bébé.",animal||nom||Redun
déplacement,nom,Redun,['professionnel'],"...en leur absence : ce vendredi, ils sont en déplacement à Rotterdam, partis tout le week-end plaider une cause ; elle leur préfère de...",déplacement||nom||Redun
tapette,nom,Redun,['mouche'],"...là-bas. Ici, on donne des tapettes aux enfants des écoles. Toutes les mouches de Chirfa vont crever. Nous pourrons respirer la bouche...",tapette||nom||Redun
boxe,nom,Redun,['anglais'],...Bois de Boulogne et qui avait été champion de boxe au Sénégal avant de traverser et elle avait assommé un client au Bois qui était...,boxe||nom||Redun
flocon,nom,Redun,"['céréale', 'neige']","...s’étiole, frémit au point de fonte comme un flocon de neige, trace d’éphémère buée, d’aile passante, trouble d’eau dormante à l’envol...",flocon||nom||Redun
rencontre,nom,Redun,['sportif'],"...la première fois en France depuis 1944, une rencontre de football est ajournée pour des raisons de sécurité !",rencontre||nom||Redun
sujet,nom,Redun,"['grammatical', 'syntaxique']","...autres, prôner les mérites d’une succession sujet-verbe-objet (« naturelle »), c’est faire de nécessité vertu : le français, ne...",sujet||nom||Redun
tomber,verbe,Redun,['par hasard'],Je suis tombé sur un petit type à lunettes et l’air très « Café de Flore » qui est en effet...,tomber||verbe||Redun
office,nom,Redun,['religieux'],"...quand vint un jour de fête particulier ; un office ayant lieu aux heures de classe, j’y fus donc avec tout le monde, mon cœur cognant...",office||nom||Redun
drap,nom,Redun,['lit'],"...étrange : sur le matelas, il y a un premier drap entourant le traversin, sur lequel un autre est plié en deux et bordé en alèze ;...",drap||nom||Redun
équation,nom,Redun,['chimique'],"A titre d’exemple, l’équation chimique de la combustion complète du méthane dans le dioxygène est CH 4 + 2O...",équation||nom||Redun
démontrer,verbe,Redun,['mathématiquement'],...démontrées de façon générale ; toutefois Euclide démontre explicitement que tout entier est divisible par un nombre premier.,démontrer||verbe||Redun
diversité,nom,Redun,['ethnique'],"...la « fusion », et celui de la diversité.",diversité||nom||Redun
campagne,nom,Redun,"['militaire', 'électoral']",La campagne militaire qui mena Alexandre jusqu’aux Indes à travers l’empire perse ne fut...,campagne||nom||Redun
démonstration,nom,Redun,['mathématique'],"...on énonce un théorème, comment on rédige une démonstration.",démonstration||nom||Redun
précipitation,nom,Redun,['atmosphérique'],"...l’intérieur, les conditions sont relativement calmes : précipitations nulles, vent faible. La pression y atteint son minimum. À la périphérie immédiate...",précipitation||nom||Redun
tapis,nom,Redun,"['souris', 'roulant']","Les tapis Xurface proposent une surface très lisse, offrant très peu de résistance au...",tapis||nom||Redun
Pâque,nom,Redun,['juif'],"Ce premier soir de Pâque tombant un vendredi, mon père commença par la prière du Chabbat qui, jamais,...",Pâque||nom||Redun
droite,nom,Redun,['politique'],"...on explosait de colère en apprenant que la droite avait encore gagné, on s’emportait contre les ouvriers « jaunes » qui avaient...",droite||nom||Redun
prévision,nom,Redun,['météorologique'],"...trouve à moins de 20 km. Selon les dernières prévisions de météo-France, elle n’arriverait pas sur les côtes de Galice avant le 3 décembre...",prévision||nom||Redun
station,nom,Redun,['radiophonique'],"...le condensateur, quand elles cherchent une station perdue dans l’éther.",station||nom||Redun
nombre,nom,Redun,['grammatical'],"...lequel il s’accorde en cas (ainsi qu’en genre et nombre), conjurationem : « Constrictam jam horum omnium conscientia teneri conjurationem...",nombre||nom||Redun
molécule,nom,Redun,['chimique'],"Dans l’atome d’hélium, comme dans la molécule d’hydrogène et la plupart des molécules à nombre pair d’électrons, le couplage...",molécule||nom||Redun
plage,nom,Redun,['horaire'],"Il y eut une longue plage de silence, ils me regardaient, je les regardais les uns après les autres.",plage||nom||Redun
jumeau,nom,Redun,['deux'],"...lorsqu’elle était jeune, elle avait eu des jumeaux mais ils ne se ressemblaient pas du tout.",jumeau||nom||Redun
fonction,nom,Redun,['mathématique'],"...ensuite pouvoir multiplier un opérateur par une fonction indéfiniment dérivable, pour généraliser la multiplication de deux fonctions.",fonction||nom||Redun
étreinte,nom,Redun,['sexuel'],"...automatiques, enfermé avec Elle dans les toilettes, une étreinte brusque et brutale contre le mur, derrière la porte verrouillée. C’est pittoresque,...",étreinte||nom||Redun
cailler,verbe,Redun,['de froid'],"...gèle, fais-moi rentrer. C’est vrai qu’il caillait.",cailler||verbe||Redun
objet,nom,Redun,['céleste'],Les deux objets sont des étoiles de faible luminosité (classées plus tard « naines blanches »)...,objet||nom||Redun
blague,nom,Redun,['tabac'],"...Cet homme fouille dans sa poche, en sort une blague en tricot rouge, puis une pipe qu’il se met à bourrer. La flamme d’une allumette...",blague||nom||Redun
lunette,nom,Redun,['paire'],"...châle tricoté, l’œil brillant derrière des lunettes, la joue rose, le sourire satisfait.",lunette||nom||Redun
énergie,nom,Redun,['physique'],...faible correspondent des photons de faible énergie.,énergie||nom||Redun
navigateur,nom,Redun,"['Internet', 'Web']","...problème, ça ne vient pas du blog, mais de votre navigateur Internet.",navigateur||nom||Redun
s’évaporer,verbe pronominal,S_0,['évaporation'],"...expliqué que « le kérosène est un produit qui s’évapore assez rapidement, qui est presque biodégradable... » Les fortes intempéries...",s’évaporer||verbe pronominal||S_0
laver,verbe,S_0,['lavage'],"...corvée de dortoir avec Sonia. Il s’agit de laver le dortoir avec un seau d’eau, un balai brosse et une serpillière. Nous nous...",laver||verbe||S_0
déranger,verbe,S_0,['dérangement'],"On dérange mes papiers, je ne retrouve plus rien.",déranger||verbe||S_0
historiquement,adverbe,S_0,['histoire'],...qui ont inventé les élections. C’est un fait historiquement attesté.,historiquement||adverbe||S_0
publicitaire,adjectif,S_0,['publicité'],"...étoffes hésitant entre habit et chiffon, des sacs publicitaires sur des souliers, un réveil mécanique arrêté à onze heures, une radio surmontée...",publicitaire||adjectif||S_0
cimenter,verbe,S_0,['ciment'],"...rendez-vous qui se perpétue depuis cinq ans, et cimente une amitié née dans les années quarante, dans le quartier de Parilly.",cimenter||verbe||S_0
